credit_score,monthly_income,employment_type,loan_purpose,approved_amount,interest_rate,tenure_months,emi,income_multiplier
602,63291,salaried,vehicle,316000,14.94,36,10960.87,5
696,34797,self_employed,business,148000,12.12,24,6969.86,5
706,81176,business,business,365000,11.82,24,17164.92,5
776,30329,salaried,medical,243000,9.72,12,21299.84,8
740,20682,salaried,medical,103000,10.8,60,2238.17,5
709,64167,business,education,289000,11.73,48,7565.77,5
661,44596,student,home,111000,13.17,48,3000.45,5
739,54243,salaried,education,271000,10.83,60,5873.94,5
737,28558,salaried,education,143000,10.89,12,12612.72,5
656,31267,business,vehicle,141000,13.32,12,12588.5,5
805,30496,salaried,business,244000,9.5,36,7815.18,8
758,55851,business,home,402000,10.26,60,8595.55,8
741,32574,salaried,business,163000,10.77,36,5314.47,5
817,27887,salaried,personal,223000,9.5,48,5605.07,8
642,20415,salaried,business,102000,13.74,60,2361.44,5
722,38907,self_employed,personal,165000,11.34,36,5440.28,5
604,9961,salaried,home,50000,14.88,36,1723.75,5
829,60280,salaried,personal,482000,9.5,24,22141.84,8
607,28459,business,vehicle,128000,14.79,24,6196.73,5
822,51217,student,business,205000,9.5,36,6562.61,8
617,68095,salaried,personal,340000,14.49,24,16426.12,5
710,25554,self_employed,vehicle,109000,11.7,60,2399.43,5
780,72901,self_employed,education,496000,9.6,48,12477.91,8
671,47600,salaried,business,238000,12.87,24,11300.52,5
718,36523,salaried,education,183000,11.46,60,4012.57,5
527,35376,self_employed,home,60000,17.19,60,1500.77,2
584,38071,self_employed,vehicle,65000,15.48,48,1817.05,2
628,49265,salaried,vehicle,246000,14.16,12,22135.72,5
672,83565,salaried,personal,418000,12.84,60,9472.69,5
647,43084,business,business,194000,13.59,12,17370.74,5
696,31099,salaried,vehicle,155000,12.12,48,4104.04,5
729,18240,self_employed,home,78000,11.13,24,3617.87,5
696,22828,salaried,medical,114000,12.12,12,10147.97,5
644,18891,salaried,personal,94000,13.68,60,2182.27,5
694,31384,self_employed,home,133000,12.18,60,2979.17,5
685,31172,business,education,140000,12.45,12,12492.76,5
584,24764,self_employed,vehicle,42000,15.48,60,1012.17,2
665,65841,student,medical,165000,13.05,36,5550.16,5
447,31912,salaried,vehicle,64000,19.59,24,3235.67,2
756,27959,self_employed,medical,190000,10.32,12,16743.51,8
856,49045,self_employed,medical,334000,9.5,24,15312.86,8
605,17744,salaried,home,89000,14.85,12,8001.53,5
687,35525,salaried,education,178000,12.39,36,5932.9,5
756,70289,salaried,business,562000,10.32,60,12036.22,8
720,40157,salaried,home,201000,11.4,48,5228.53,5
678,30764,business,education,138000,12.66,60,3125.91,5
714,59562,business,education,268000,11.58,60,5905.45,5
713,25440,self_employed,medical,108000,11.61,36,3571.12,5
744,99137,self_employed,medical,421000,10.68,24,19575.0,5
708,31283,business,medical,141000,11.76,60,3114.43,5
714,33491,self_employed,business,142000,11.58,12,12618.71,5
677,59349,self_employed,education,252000,12.69,60,5699.22,5
734,51679,student,business,129000,10.98,24,6020.44,5
862,25307,self_employed,business,172000,9.5,48,4323.45,8
764,54718,salaried,personal,438000,10.08,12,38501.42,8
756,29321,salaried,vehicle,235000,10.32,24,10858.81,8
569,47308,salaried,business,95000,15.93,48,2678.05,2
708,25338,salaried,personal,127000,11.76,24,5949.62,5
693,25437,salaried,business,127000,12.21,12,11312.99,5
771,34382,salaried,business,275000,9.87,12,24165.54,8
590,29205,self_employed,home,50000,15.3,24,2414.42,2
738,16833,business,medical,76000,10.86,36,2475.0,5
660,44855,business,business,202000,13.2,24,9615.18,5
580,44064,self_employed,home,75000,15.6,24,3653.5,2
818,29571,salaried,home,237000,9.5,24,10862.14,8
713,24691,student,personal,62000,11.61,12,5473.33,5
686,50169,salaried,vehicle,251000,12.42,36,8382.2,5
796,30674,student,business,123000,9.5,48,3082.53,8
606,41566,salaried,medical,208000,14.82,48,5765.26,5
612,35601,salaried,medical,178000,14.64,12,16036.44,5
646,20870,salaried,business,104000,13.62,24,4991.47,5
725,49481,self_employed,education,210000,11.25,60,4598.57,5
632,47885,salaried,business,239000,14.04,60,5576.01,5
641,24552,business,vehicle,110000,13.77,48,3006.48,5
611,39683,salaried,personal,198000,14.67,36,6846.19,5
802,70368,salaried,vehicle,563000,9.5,36,18032.84,8
782,11552,self_employed,education,79000,9.54,60,1651.38,8
761,48519,salaried,vehicle,388000,10.17,48,9876.37,8
603,16795,business,vehicle,76000,14.91,60,1794.44,5
540,22202,salaried,vehicle,44000,16.8,24,2191.24,2
652,31935,salaried,business,160000,13.44,60,3669.17,5
624,38496,salaried,business,192000,14.28,24,9267.08,5
749,30715,salaried,personal,154000,10.53,12,13539.73,5
701,62284,salaried,personal,311000,11.97,60,6922.72,5
602,44153,salaried,medical,221000,14.94,24,10697.99,5
696,52150,salaried,personal,261000,12.12,12,23182.35,5
679,51441,salaried,education,257000,12.63,36,8620.56,5
787,55017,salaried,medical,440000,9.5,24,20208.99,8
692,43991,self_employed,home,187000,12.24,60,4181.65,5
701,48042,student,vehicle,120000,11.97,24,5652.13,5
702,51858,business,vehicle,233000,11.94,36,7744.31,5
665,22289,salaried,medical,111000,13.05,24,5301.13,5
674,42738,self_employed,home,182000,12.78,12,16204.69,5
686,54860,salaried,vehicle,274000,12.42,36,9165.95,5
789,32865,salaried,personal,263000,9.5,12,23054.03,8
741,41933,salaried,home,210000,10.77,24,9749.86,5
491,30050,salaried,medical,60000,18.27,48,1773.96,2
661,26642,self_employed,personal,113000,13.17,48,3047.26,5
655,29634,salaried,vehicle,148000,13.35,48,4000.92,5
688,48189,salaried,vehicle,241000,12.36,24,11382.68,5
813,34412,business,home,248000,9.5,12,21725.53,8
532,36965,business,vehicle,67000,17.04,60,1655.06,2
805,26290,salaried,medical,210000,9.5,60,4417.26,8
655,106074,self_employed,personal,451000,13.35,60,10338.4,5
692,43578,self_employed,personal,185000,12.24,60,4142.4,5
750,37750,salaried,business,189000,10.5,36,6134.97,5
685,28271,business,personal,127000,12.45,12,11330.44,5
764,27247,self_employed,medical,185000,10.08,36,5985.49,8
667,23339,salaried,business,117000,12.99,12,10422.35,5
682,36881,self_employed,vehicle,157000,12.54,24,7418.28,5
633,63361,salaried,personal,317000,14.01,60,7373.25,5
688,24132,salaried,home,121000,12.36,12,10741.16,5
657,27802,salaried,business,139000,13.29,12,12435.24,5
710,26723,salaried,vehicle,134000,11.7,24,6271.03,5
603,30207,self_employed,education,128000,14.91,48,3567.16,5
676,51769,salaried,personal,259000,12.72,24,12271.96,5
688,49245,business,business,222000,12.36,12,19726.69,5
543,96968,salaried,vehicle,194000,16.71,12,17661.36,2
705,18827,salaried,home,94000,11.85,36,3119.93,5
548,41309,salaried,business,83000,16.56,36,2927.5,2
681,84934,salaried,vehicle,425000,12.57,36,14221.05,5
482,33004,self_employed,personal,56000,18.54,60,1441.29,2
640,35049,self_employed,business,149000,13.8,12,13360.64,5
720,35067,self_employed,medical,149000,11.4,48,3880.95,5
639,28409,salaried,education,142000,13.83,24,6808.72,5
449,43949,salaried,business,88000,19.53,24,4453.58,2
724,38728,salaried,home,194000,11.28,24,9050.48,5
618,21638,salaried,personal,108000,14.46,36,3721.95,5
674,26599,salaried,medical,133000,12.78,48,3553.42,5
636,23045,student,vehicle,58000,13.92,24,2764.02,5
528,19052,salaried,medical,38000,17.16,12,3478.34,2
618,34753,business,home,156000,14.46,48,4309.74,5
721,16471,salaried,home,82000,11.37,36,2710.74,5
596,48469,self_employed,medical,82000,15.12,60,1965.42,2
844,31466,business,education,227000,9.5,36,7257.24,8
753,29942,salaried,education,240000,10.41,36,7775.56,8
593,41960,student,business,42000,15.21,48,1172.27,2
822,30434,salaried,vehicle,243000,9.5,60,5113.37,8
883,27476,salaried,home,220000,9.5,24,10092.42,8
710,14504,salaried,vehicle,73000,11.7,48,1899.15,5
578,21460,salaried,business,43000,15.66,60,1036.0,2
647,42467,student,business,106000,13.59,24,5076.9,5
678,38150,salaried,education,191000,12.66,48,5085.34,5
686,39795,salaried,medical,199000,12.42,12,17718.06,5
718,26377,salaried,vehicle,132000,11.46,48,3438.21,5
709,46628,salaried,home,233000,11.73,60,5154.32,5
537,77556,business,business,140000,16.89,60,3461.23,2
630,54536,business,vehicle,245000,14.1,60,5723.04,5
643,47936,salaried,vehicle,240000,13.71,48,6514.9,5
637,36770,self_employed,vehicle,156000,13.89,36,5332.69,5
762,34773,self_employed,medical,236000,10.14,36,7645.53,8
542,33163,salaried,medical,66000,16.74,60,1639.12,2
665,70048,salaried,vehicle,350000,13.05,48,9404.84,5
704,56620,salaried,education,283000,11.88,60,6280.32,5
681,37265,salaried,medical,186000,12.57,12,16604.48,5
807,46602,salaried,vehicle,373000,9.5,24,17117.8,8
646,36506,salaried,medical,183000,13.62,36,6204.9,5
696,24146,student,vehicle,60000,12.12,12,5366.83,5
585,23865,salaried,education,48000,15.45,36,1665.12,2
573,48156,salaried,education,96000,15.81,36,3377.06,2
684,71887,salaried,vehicle,359000,12.48,36,12020.96,5
605,36480,salaried,home,182000,14.85,24,8831.03,5
675,41279,salaried,medical,206000,12.75,60,4669.78,5
782,59310,student,medical,237000,9.54,60,4987.16,8
545,45432,self_employed,business,77000,16.65,12,7031.33,2
622,21219,self_employed,home,90000,14.34,12,8111.73,5
588,32160,business,vehicle,58000,15.36,36,2016.95,2
661,36148,salaried,home,181000,13.17,36,6104.77,5
601,27296,business,education,123000,14.97,48,3416.71,5
703,29582,self_employed,education,126000,11.91,48,3305.24,5
621,72221,salaried,vehicle,361000,14.37,60,8471.76,5
709,77471,salaried,education,387000,11.73,24,18185.47,5
721,20529,self_employed,education,87000,11.37,48,2270.69,5
658,27000,self_employed,medical,115000,13.26,60,2626.23,5
744,61714,business,education,278000,10.68,12,24503.52,5
670,25034,self_employed,education,106000,12.9,24,5053.34,5
763,44049,salaried,vehicle,352000,10.11,24,16279.23,8
552,33597,salaried,home,67000,16.44,36,2377.0,2
652,49199,business,education,221000,13.44,36,7506.81,5
580,80342,business,personal,145000,15.6,24,7053.28,2
643,26937,salaried,home,135000,13.71,60,3113.69,5
572,35155,salaried,personal,70000,15.84,36,2466.39,2
579,33480,self_employed,medical,57000,15.63,24,2776.8,2
720,48076,salaried,medical,240000,11.4,60,5274.58,5
685,70497,salaried,education,352000,12.45,24,16666.91,5
699,48375,business,home,218000,12.03,60,4845.69,5
673,40027,salaried,personal,200000,12.81,24,9497.06,5
683,25205,salaried,vehicle,126000,12.51,36,4216.62,5
686,38789,salaried,medical,194000,12.42,60,4355.48,5
610,42058,self_employed,medical,179000,14.7,24,8641.54,5
783,27877,business,business,201000,9.51,48,5043.59,8
724,23654,salaried,education,118000,11.28,12,10468.64,5
657,50174,business,vehicle,226000,13.29,12,20197.2,5
709,50245,salaried,personal,251000,11.73,36,8311.93,5
538,19613,salaried,medical,39000,16.86,36,1395.8,2
760,29210,salaried,medical,234000,10.2,60,4988.16,8
569,54651,salaried,personal,109000,15.93,12,9913.52,2
593,29090,salaried,personal,58000,15.21,48,1625.45,2
573,25653,self_employed,medical,44000,15.81,60,1056.12,2
644,36452,self_employed,vehicle,155000,13.68,12,13886.69,5
895,12662,self_employed,medical,86000,9.5,24,3953.53,8
465,32740,salaried,personal,65000,19.05,12,6036.03,2
613,55148,salaried,home,276000,14.61,12,24837.46,5
546,117175,salaried,home,234000,16.62,24,11544.12,2
761,40472,self_employed,vehicle,275000,10.17,60,5870.57,8
794,61419,self_employed,education,418000,9.5,48,10492.68,8
532,46149,business,education,83000,17.04,36,2963.28,2
805,15372,salaried,personal,123000,9.5,48,3089.72,8
744,23430,student,business,59000,10.68,48,1504.82,5
683,27529,business,personal,124000,12.51,36,4144.99,5
652,41092,salaried,business,205000,13.44,12,18393.65,5
764,40828,business,home,294000,10.08,48,7466.97,8
505,38985,salaried,vehicle,78000,17.85,24,3887.0,2
753,12045,salaried,business,96000,10.41,36,3128.1,8
734,23644,salaried,personal,118000,10.98,48,3054.34,5
514,14931,salaried,medical,30000,17.58,12,2731.93,2
705,16501,salaried,business,83000,11.85,24,3878.05,5
712,16674,salaried,medical,83000,11.64,12,7393.32,5
727,44771,self_employed,personal,190000,11.19,24,8885.29,5
659,39001,self_employed,personal,166000,13.23,12,14822.91,5
565,22515,self_employed,home,38000,16.05,60,931.83,2
850,21905,business,vehicle,158000,9.5,12,13829.71,8
889,52172,business,vehicle,376000,9.5,12,32937.55,8
714,28254,salaried,home,141000,11.58,60,3112.61,5
563,51702,salaried,education,103000,16.11,36,3641.01,2
774,53994,self_employed,medical,367000,9.78,36,11809.5,8
745,33503,salaried,home,168000,10.65,36,5456.61,5
679,20832,salaried,business,104000,12.63,48,2775.39,5
806,79929,salaried,vehicle,639000,9.5,48,16064.55,8
717,62089,salaried,personal,310000,11.49,24,14539.98,5
582,8178,salaried,personal,16000,15.54,24,797.3,2
686,42911,salaried,personal,215000,12.42,24,10142.1,5
807,25824,business,education,186000,9.5,48,4671.3,8
636,54173,salaried,business,271000,13.92,12,24310.34,5
526,53861,salaried,education,108000,17.22,60,2689.93,2
593,45210,salaried,medical,90000,15.21,24,4393.21,2
769,26393,self_employed,home,179000,9.93,60,3807.1,8
794,25427,salaried,education,203000,9.5,36,6516.14,8
572,29740,salaried,home,59000,15.84,48,1680.85,2
694,28334,salaried,home,142000,12.18,60,3164.31,5
653,32284,salaried,education,161000,13.41,12,14449.1,5
408,46139,salaried,vehicle,92000,20.76,60,2484.03,2
649,25119,business,business,113000,13.53,36,3837.66,5
783,28259,salaried,medical,226000,9.51,12,19823.87,8
828,24424,self_employed,education,166000,9.5,12,14562.98,8
581,43003,salaried,medical,86000,15.57,60,2071.92,2
762,40760,salaried,home,326000,10.14,24,15068.2,8
900,32582,salaried,medical,261000,9.5,48,6548.58,8
737,32511,salaried,home,163000,10.89,24,7568.23,5
614,26748,salaried,vehicle,134000,14.58,36,4608.78,5
900,22192,self_employed,business,151000,9.5,48,3791.22,8
775,24542,salaried,vehicle,196000,9.75,36,6312.41,8
623,40600,business,home,183000,14.31,48,5021.07,5
813,42287,salaried,vehicle,338000,9.5,36,10836.78,8
814,181680,salaried,vehicle,1453000,9.5,60,30524.99,8
742,51132,salaried,personal,256000,10.74,48,6575.56,5
723,19781,self_employed,home,84000,11.31,48,2185.53,5
692,19028,business,home,86000,12.24,60,1915.11,5
574,75237,self_employed,home,128000,15.78,48,3610.45,2
710,26118,salaried,personal,131000,11.7,36,4318.78,5
720,35337,salaried,business,177000,11.4,36,5818.11,5
573,68706,salaried,vehicle,137000,15.81,48,3880.95,2
703,21884,salaried,home,109000,11.91,60,2429.12,5
624,35182,salaried,vehicle,176000,14.28,60,4118.71,5
505,15893,salaried,home,32000,17.85,36,1146.8,2
658,15736,self_employed,vehicle,67000,13.26,24,3187.73,5
719,34908,salaried,vehicle,175000,11.43,36,5749.84,5
724,27765,salaried,education,139000,11.28,12,12288.08,5
790,31016,salaried,home,248000,9.5,36,7948.5,8
623,21283,self_employed,education,90000,14.31,12,8134.76,5
838,14546,salaried,medical,116000,9.5,60,2444.01,8
606,25534,salaried,medical,128000,14.82,12,11512.58,5
630,22723,salaried,education,114000,14.1,60,2649.58,5
802,21987,salaried,medical,176000,9.5,36,5634.48,8
627,56763,student,home,142000,14.19,24,6826.15,5
718,27958,salaried,vehicle,140000,11.46,36,4607.18,5
701,24514,salaried,medical,123000,11.97,24,5768.26,5
704,28633,salaried,personal,143000,11.88,24,6731.31,5
684,27223,salaried,medical,136000,12.48,48,3616.72,5
749,16717,self_employed,home,71000,10.53,24,3296.04,5
701,55929,salaried,vehicle,280000,11.97,12,24842.31,5
745,92507,business,home,416000,10.65,36,13559.68,5
687,15765,salaried,education,79000,12.39,36,2632.95,5
653,30629,salaried,vehicle,153000,13.41,36,5190.47,5
645,17471,student,medical,44000,13.65,48,1185.91,5
752,56539,self_employed,business,384000,10.44,24,17819.34,8
700,36721,salaried,personal,184000,12.0,12,16313.36,5
597,66306,business,education,119000,15.09,24,5792.04,2
731,62529,salaried,medical,313000,11.07,48,8091.18,5
675,68336,salaried,personal,342000,12.75,24,16204.12,5
679,64626,self_employed,personal,275000,12.63,24,13010.36,5
557,16333,self_employed,home,28000,16.29,60,679.53,2
522,23385,salaried,home,47000,17.34,12,4273.23,2
537,51754,business,education,93000,16.89,36,3316.26,2
818,22274,salaried,personal,178000,9.5,24,8181.81,8
687,14609,salaried,education,73000,12.39,12,6503.37,5
627,48304,salaried,business,242000,14.19,48,6623.02,5
713,58742,salaried,education,294000,11.61,12,26042.58,5
799,87703,salaried,personal,702000,9.5,48,17627.11,8
683,17598,business,vehicle,79000,12.51,24,3746.77,5
687,23964,self_employed,business,102000,12.39,48,2701.58,5
650,82946,salaried,medical,415000,13.5,24,19814.57,5
702,60009,business,business,270000,11.94,36,8961.52,5
526,22300,salaried,education,45000,17.22,60,1113.71,2
695,42109,salaried,home,211000,12.15,48,5560.02,5
900,17644,salaried,home,141000,9.5,24,6481.15,8
659,38882,student,education,97000,13.23,36,3286.06,5
691,27147,business,medical,122000,12.27,24,5766.06,5
682,24992,salaried,business,125000,12.54,24,5914.0,5
873,22624,business,medical,163000,9.5,24,7479.2,8
770,14072,student,education,56000,9.9,12,4946.14,8
707,59640,student,vehicle,149000,11.79,12,13232.84,5
567,35298,self_employed,personal,60000,15.99,48,1700.3,2
542,45061,salaried,medical,90000,16.74,36,3201.48,2
746,32867,salaried,vehicle,164000,10.62,60,3542.07,5
671,37837,salaried,home,189000,12.87,36,6362.63,5
575,61400,salaried,medical,123000,15.75,12,11127.37,2
735,26787,self_employed,business,114000,10.95,36,3724.48,5
664,60816,self_employed,medical,258000,13.08,60,5891.6,5
555,43525,self_employed,medical,74000,16.35,12,6725.68,2
610,37799,salaried,personal,189000,14.7,24,9136.83,5
654,31694,salaried,medical,158000,13.38,36,5368.68,5
621,51523,salaried,medical,258000,14.37,12,23175.64,5
612,46701,salaried,vehicle,234000,14.64,48,6456.15,5
777,36881,business,business,266000,9.69,24,12215.76,8
726,14670,self_employed,home,62000,11.22,12,5517.15,5
553,69528,salaried,personal,139000,16.41,12,12643.75,2
788,13169,self_employed,medical,90000,9.5,60,1880.8,8
650,10048,salaried,home,50000,13.5,12,4499.24,5
637,29953,salaried,education,150000,13.89,60,3476.3,5
762,39123,business,personal,282000,10.14,24,13016.78,8
672,32077,student,vehicle,80000,12.84,24,3806.48,5
634,33888,business,home,152000,13.98,60,3546.74,5
596,49569,student,business,50000,15.12,48,1382.57,2
